语料检索_语料库在线(www.cncorpus.org)
类型：古代汉语语料库
检索条件：愁
2023/1/20 16:06:28

序号	语句	书名	朝代
6002	云鬓烟鬓只供 [愁] ，琵琶更作相思调。		《全宋词》__宋
6003	平生花恨少，又那得、酒中 [愁] 。		《全宋词》__宋
6004	问道梅花开也未，吟不尽，一春 [愁] 。		《全宋词》__宋
6005	红酣醉靥花含笑，碧翦颦眉柳弄 [愁] 。		《全宋词》__宋
6006	画行人、 [愁] 外两青山，与尊前离恨。		《全宋词》__宋
6007	聚调轻盈离调惨，声入低空 [愁] 碧。		《全宋词》__宋
6008	一点凄凉 [愁] 绝意，谩道秦筝有剩弦。		《全宋词》__宋
6009	是他春为花 [愁] ，花因春瘦，花残后、人未归来。		《全宋词》__宋
6010	月好谩成孤枕梦，酒阑空得两眉 [愁] 。		《全宋词》__宋
6011	十分孤静，替伊 [愁] 绝，片月共徘徊。		《全宋词》__宋
6012	嚼蕊含香，攀条觅句，拚醉禁 [愁] 得。		《全宋词》__宋
6013	病怯遐征，老添离抱，我是 [愁] 堆积。		《全宋词》__宋
6014	 [愁] 煞无情风雨。		《全宋词》__宋
6015	一杯销尽两眉 [愁] 。		《全宋词》__宋
6016	酒醒人散得 [愁] 多。		《全宋词》__宋
6017	流水残阳芳草、伴人 [愁] 。		《全宋词》__宋
6018	酒 [愁] 花恨霎时间。		《全宋词》__宋
6019	只 [愁] 金诏趣。		《全宋词》__宋
6020	蜂情 [愁] 不展。		《全宋词》__宋
6021	残月有情圆晓梦，落花无语诉春 [愁] 。		《全宋词》__宋
6022	便恐升沈各异，后日相逢无处，别语易成 [愁] 。		《全宋词》__宋
6023	槛菊 [愁] 烟兰泣露。		《全宋词》__宋
6024	眉尖 [愁] 两点，倩谁描。		《全宋词》__宋
6025	江上 [愁] 心山敛翠，津头夜色沙如雪。		《全宋词》__宋
6026	独凭朱阑、 [愁] 望晴天际。		《全宋词》__宋
6027	 [愁] 里不知时节换。		《全宋词》__宋
6028	俯仰慨今昔，惟酒可浇 [愁] 。		《全宋词》__宋
6029	未抵别 [愁] 多少。		《全宋词》__宋
6030	雨孱云 [愁] 。		《全宋词》__宋
6031	淮山淡扫，欲颦眉黛唤人 [愁] 。		《全宋词》__宋
6032	酒圣诗狂，只遣 [愁] 无计。		《全宋词》__宋
6033	满眼春 [愁] 说向谁。		《全宋词》__宋
6034	但官闲、有酒便嬉游， [愁] 无益。		《全宋词》__宋
6035	几片飞花，半檐残雨，长亭 [愁] 寂。		《全宋词》__宋
6036	小楼 [愁] 倚画阑东。		《全宋词》__宋
6037	闲里常 [愁] 无伴侣，老来不是有情人。		《全宋词》__宋
6038	数声渔父，一曲水仙，歌断还 [愁] 。		《全宋词》__宋
6039	宋玉方悲庾信 [愁] 。		《全宋词》__宋
6040	不敢 [愁] 来赋别离。		《全宋词》__宋
6041	若是经年，得回相见，甘心 [愁] 绝。		《全宋词》__宋
6042	今宵遮断 [愁] 人。		《全宋词》__宋
6043	最 [愁] 人。		《全宋词》__宋
6044	多少旧 [愁] 新恨。		《全宋词》__宋
6045	画角吹香客 [愁] 醒，见梢头红小。		《全宋词》__宋
6046	只 [愁] 萦暮雨。		《全宋词》__宋
6047	醉到无 [愁] 处。		《全宋词》__宋
6048	窗间斜月两眉 [愁] ，帘外落花双泪堕。		《全宋词》__宋
6049	虞美人（春 [愁] ）		《全宋词》__宋
6050	眼儿媚（春 [愁] ）		《全宋词》__宋
6051	杜宇已催归思乱，啼莺休惹客 [愁] 新。		《全宋词》__宋
6052	 [愁] 人最是，黄昏前后、烟雨楼台。		《全宋词》__宋
6053	酒醒无奈 [愁] 如昨。		《全宋词》__宋
6054	莫苦吹花，何似吹 [愁] 却。		《全宋词》__宋
6055	春 [愁] 无力。		《全宋词》__宋
6056	篮舆兴尽却 [愁] 还。		《全宋词》__宋
6057	肠结 [愁] 千缕。		《全宋词》__宋
6058	阑干休去倚，长亭外、烟草带 [愁] 归。		《全宋词》__宋
6059	春 [愁] 惟酒消除得。		《全宋词》__宋
6060	只 [愁] 酒散仙舟发。		《全宋词》__宋
6061	春已无多，只 [愁] 风雨相妨。		《全宋词》__宋
6062	今宵酒醒，断肠人正 [愁] 寂。		《全宋词》__宋
6063	 [愁] 忆家山，梦魂飞度千垒。		《全宋词》__宋
6064	谢娘 [愁] 卧，潘令闲眠，心事无穷。		《全宋词》__宋
6065	难禁旧 [愁] 新怨。		《全宋词》__宋
6066	深怕妨梅，也 [愁] 折竹，才作还休亦偶然。		《全宋词》__宋
6067	玉酒频倾，宿眉 [愁] 聚。		《全宋词》__宋
6068	端的慰人 [愁] 悴。		《全宋词》__宋
6069	老子平生心铁，被色香牵动， [愁] 上双眉。		《全宋词》__宋
6070	不著清尊，持底宽 [愁] 抱。		《全宋词》__宋
6071	横碧轩中空旧话，独钓寒江 [愁] 绝。		《全宋词》__宋
6072	我和句、却 [愁] 狂辄。		《全宋词》__宋
6073	细草 [愁] 烟，幽花怯露。		《全宋词》__宋
6074	阳春一曲唤 [愁] 醒。		《全宋词》__宋
6075	一秋无复 [愁] 。		《全宋词》__宋
6076	带得 [愁] 来，莫恁空休去。		《全宋词》__宋
6077	渐春风、绿 [愁] 江上草。		《全宋词》__宋
6078	一场 [愁] 梦酒醒时，斜阳却照深深院。		《全宋词》__宋
6079	欲写相思寄与， [愁] 拂鸾笺，粉泪盈盈先满纸。		《全宋词》__宋
6080	 [愁] 里费人辞辟。		《全宋词》__宋
6081	客 [愁] 都在斜阳外，凭阑桂香吹晚。		《全宋词》__宋
6082	丝丝柳色清 [愁] 织。		《全宋词》__宋
6083	只 [愁] 宴罢翻成恨，赢得偏怜不似初。		《全宋词》__宋
6084	登临无计 [愁] 。		《全宋词》__宋
6085	晓莺啼醒春 [愁] ，粉香独步千红地。		《全宋词》__宋
6086	眉黄透、却 [愁] 君去。		《全宋词》__宋
6087	 [愁] 四望。		《全宋词》__宋
6088	此日遨头寻胜，消除万斛清 [愁] 。		《全宋词》__宋
6089	翦翦 [愁] 红，万点轻飘泪雨。		《全宋词》__宋
6090	夜长飞梦失清 [愁] 。		《全宋词》__宋
6091	谩留得、 [愁] 千缕。		《全宋词》__宋
6092	 [愁] 无限。		《全宋词》__宋
6093	烟江暮、佩环未解， [愁] 不到、独醒人梦里。		《全宋词》__宋
6094	漫孤负、秋千台榭，拾翠心期，误芳菲、怨眉 [愁] 目。		《全宋词》__宋
6095	对局含＿温飞卿对局诗：“含＿//见千里”，闻筝堕泪，围在 [愁] 城里。		《全宋词》__宋
6096	凝望渺漠平芜，蒹葭烟远，过雁还带 [愁] 到。		《全宋词》__宋
6097	断肠狂客，只 [愁] 径醉，银漏催归。”		《全宋词》__宋
6098	对酒转 [愁] 多。		《全宋词》__宋
6099	 [愁] 多奈酒何。		《全宋词》__宋
6100	眉尖早识 [愁] 滋味。		《全宋词》__宋
6101	泪墨 [愁] 笺，纵回文、难写情素。		《全宋词》__宋
6102	见花空复 [愁] 。		《全宋词》__宋
6103	临分 [愁] 夕阳。		《全宋词》__宋
6104	一帘云影催诗雨，唤起佳人无限 [愁] 。		《全宋词》__宋
6105	夜渐分、西窗 [愁] 对，烟月笼纱。		《全宋词》__宋
6106	流莺唤梦，芳草带 [愁] ，东风料峭寒色。		《全宋词》__宋
6107	 [愁] 共落花多，人逐征鸿去。		《全宋词》__宋
6108	寒意梧桐叶上，客 [愁] 画角声中。		《全宋词》__宋
6109	别来千里梦频归，醉里五更 [愁] 不到。		《全宋词》__宋
6110	春风织就闷情怀，夜月砌成 [愁] 况未。		《全宋词》__宋
6111	恨岁月、去我堂堂，向酒畔 [愁] 生，镜中颜换。		《全宋词》__宋
6112	 [愁] 蕊香		《全宋词》__宋
6113	不识 [愁] 深恨浅。		《全宋词》__宋
6114	妾 [愁] 双凤楼。		《全宋词》__宋
6115	夜深纤手怯轻寒，余韵寄 [愁] 绝。		《全宋词》__宋
6116	孤芳晚，狂蜂戏蝶，长负岁寒 [愁] 。		《全宋词》__宋
6117	欲举一杯寿酒，却 [愁] 破费兵厨。		《全宋词》__宋
6118	零乱海棠花， [愁] 梦欲随春去。		《全宋词》__宋
6119	蜗角虚名真误我，蝇头细字不禁 [愁] 。		《全宋词》__宋
6120	 [愁] 在落花中。		《全宋词》__宋
6121	云屏曲曲， [愁] 绝春慳。		《全宋词》__宋
6122	有约莫教莺解语，多 [愁] 却妒燕于飞。		《全宋词》__宋
6123	目断章台 [愁] 举首。		《全宋词》__宋
6124	断肠中、赢得 [愁] 多。		《全宋词》__宋
6125	散作 [愁] 无数。		《全宋词》__宋
6126	 [愁] 个甚。		《全宋词》__宋
6127	 [愁] 倚阑（丙申重九和钱守）		《全宋词》__宋
6128	惜别情怀 [愁] 对酒。		《全宋词》__宋
6129	怅望章台 [愁] 转首。		《全宋词》__宋
6130	念去燕来鸿， [愁] 随秋到，旧盟新约，心与天知。		《全宋词》__宋
6131	谩道遣 [愁] 除是醉。		《全宋词》__宋
6132	醉还易醒 [愁] 难去。		《全宋词》__宋
6133	半醺凉意不关 [愁] 。		《全宋词》__宋
6134	卷蝶残花，寒E580落叶，长是替人 [愁] 。		《全宋词》__宋
6135	巡檐无语，清 [愁] 何啻千斛。		《全宋词》__宋
6136	谢娘春晚先多 [愁] ，更撩乱、絮飞如雪。		《全宋词》__宋
6137	明日征帆发，风月为君 [愁] 。		《全宋词》__宋
6138	念伤春渐懒，病酒未忄欠，两 [愁] 无药。		《全宋词》__宋
6139	春 [愁] 不自聊。		《全宋词》__宋
6140	怕花 [愁] 。		《全宋词》__宋
6141	 [愁] 无奈，过青山万叠，碧水千隈。		《全宋词》__宋
6142	此 [愁] 何计能推。		《全宋词》__宋
6143	 [愁] 对婵娟三五，素光暂缺还盈。		《全宋词》__宋
6144	觉来＿枕转 [愁] 人。		《全宋词》__宋
6145	人散市声收，渐入 [愁] 时节。		《全宋词》__宋
6146	对残红满院杜鹃啼，添 [愁] 寂。		《全宋词》__宋
6147	那袁安闭户，恬然僵卧，少陵任妇，长是贫 [愁] 。		《全宋词》__宋
6148	金谷春移，玉华人散，此 [愁] 难诉。		《全宋词》__宋
6149	总是新 [愁] 。		《全宋词》__宋
6150	 [愁] 立梧桐影下，月转回廓曲。		《全宋词》__宋
6151	羌管直惊猿鹤梦， [愁] 得千山翠锁。		《全宋词》__宋
6152	 [愁] 聚两眉端。		《全宋词》__宋
6153	豪华尽成春梦，留下古今 [愁] 。		《全宋词》__宋
6154	阑外青山烟缥缈，远连空、 [愁] 与眉峰对。		《全宋词》__宋
6155	离歌泣断云，别舞 [愁] 飞雪。		《全宋词》__宋
6156	荆榛满地 [愁] 。		《全宋词》__宋
6157	谁唤做、春 [愁] 如病。		《全宋词》__宋
6158	夜过春寒 [愁] 未起，门外鸦啼。		《全宋词》__宋
6159	 [愁] 捻断钗金。		《全宋词》__宋
6160	望孤帆、影接天涯，一江潮带 [愁] 去。		《全宋词》__宋
6161	到醒来、 [愁] 满东风山屋。		《全宋词》__宋
6162	对酒有 [愁] 可解，擘笺无怨休题。		《全宋词》__宋
6163	柔肠欲问 [愁] 多少，未此湘江烟水深。		《全宋词》__宋
6164	年年拚得为花 [愁] 。		《全宋词》__宋
6165	晓莺啼破眉心事，旧 [愁] 新恨重重。		《全宋词》__宋
6166	春来 [愁] 杀侬。		《全宋词》__宋
6167	谢多情海燕，伴 [愁] 华屋。		《全宋词》__宋
6168	酒薄 [愁] 浓，霞腮泪渍，月眉香晕。		《全宋词》__宋
6169	朱弦曲怨 [愁] 春尽，渌酒杯寒记夜来。		《全宋词》__宋
6170	老色菱花影里，客 [愁] 蕉叶香中。		《全宋词》__宋
6171	年年底事不归去，怨月 [愁] 烟长为谁。		《全宋词》__宋
6172	予怀渺渺，＿ [愁] 郁郁，归梦悠悠。		《全宋词》__宋
6173	儿女空 [愁] 谁解意，须道我，试来听。		《全宋词》__宋
6174	沈郎春雪 [愁] 消臂，谢女香膏懒画眉。		《全宋词》__宋
6175	暮烟 [愁] ，鸦归古树，雁过空堞。		《全宋词》__宋
6176	新 [愁] 正上自眉峰，黄昏庭院潇潇雨。		《全宋词》__宋
6177	他谁做得 [愁] 如许。		《全宋词》__宋
6178	漠漠蒹葭，依依杨柳，天涯总是 [愁] 遮。		《全宋词》__宋
6179	一片花飞一片 [愁] 。		《全宋词》__宋
6180	一分残酒霞，两点 [愁] 蛾晕。		《全宋词》__宋
6181	韶光易迈，暗被老相催，无个事，没些 [愁] ，方是安身处。		《全宋词》__宋
6182	叹子规、闲管昔人 [愁] ，啼成血。		《全宋词》__宋
6183	舞休 [愁] 叠缕金衣。		《全宋词》__宋
6184	镇日春 [愁] 萦怀抱。		《全宋词》__宋
6185	梳洗楼台 [愁] 独倚，笙歌庭院醉谁扶。		《全宋词》__宋
6186	更恨银蟾，故向 [愁] 人满。		《全宋词》__宋
6187	一点 [愁] 心入翠眉。		《全宋词》__宋
6188	片 [愁] 未信花能绣。		《全宋词》__宋
6189	眉叶颦 [愁] ，泪痕红透兰襟润。		《全宋词》__宋
6190	百媚也应 [愁] 不睡，更阑。		《全宋词》__宋
6191	时易去， [愁] 难说。		《全宋词》__宋
6192	不似同衾 [愁] 易晓，空床。		《全宋词》__宋
6193	莺语 [愁] 春，海棠风里胭脂雨。		《全宋词》__宋
6194	漠漠斜阳，截断 [愁] 来路。		《全宋词》__宋
6195	 [愁] 奈眉峰成敛。		《全宋词》__宋
6196	鹧鸪词（春 [愁] ）		《全宋词》__宋
6197	伤时怀抱不胜 [愁] 。		《全宋词》__宋
6198	机易去， [愁] 难割。		《全宋词》__宋
6199	 [愁] 须诗酒相禁。		《全宋词》__宋
6200	暮云凝碧可禁 [愁] 。		《全宋词》__宋
6201	芙蓉未折，笛声吹起塞云 [愁] 。		《全宋词》__宋
6202	感节物、 [愁] 多少。		《全宋词》__宋
6203	落花何处不春 [愁] ，料不是、因花瘦。		《全宋词》__宋
6204	舞腰销减不禁 [愁] ，怕一似、章台柳。		《全宋词》__宋
6205	长眉如莫 [愁] 。		《全宋词》__宋
6206	尽日冥迷， [愁] 里欲飞还住。		《全宋词》__宋
6207	临断岸、新绿生时，是落红、带 [愁] 流处。		《全宋词》__宋
6208	旧恨新 [愁] 谁酝造。		《全宋词》__宋
6209	 [愁] 损翠黛双蛾，日日画阑独凭。		《全宋词》__宋
6210	 [愁] 暗隔、水南山北。		《全宋词》__宋
6211	多少 [愁] 红恨紫尘。		《全宋词》__宋
6212	鸠杖蒲轮，把身束缚，替人 [愁] 恼。		《全宋词》__宋
6213	燕子不知 [愁] ，惊堕黄昏泪。		《全宋词》__宋
6214	不翦春衫 [愁] 意态。		《全宋词》__宋
6215	那堪更，病为城绕， [愁] 作兵攻。		《全宋词》__宋
6216	道酒能逍遣，酒因病减，歌能消遣，歌为 [愁] 浓。		《全宋词》__宋
6217	 [愁] 立西风晓。		《全宋词》__宋
6218	草脚 [愁] 苏，花心梦醒，鞭香拂散牛土。		《全宋词》__宋
6219	莫 [愁] 家住溪边。		《全宋词》__宋
6220	如今眉黛镇 [愁] 封。		《全宋词》__宋
6221	想袖寒、珠络藏香，夜久带 [愁] 归去。		《全宋词》__宋
6222	寒食心情 [愁] 几许。		《全宋词》__宋
6223	眉上新 [愁] ，手中文字。		《全宋词》__宋
6224	几回 [愁] 映眉山远。		《全宋词》__宋
6225	燕子春 [愁] 未醒，误几处、芳音辽绝。		《全宋词》__宋
6226	烟＿上、采绿人归，定应 [愁] 沁花骨。		《全宋词》__宋
6227	又应添得几分 [愁] ，二十五弦弹未尽。		《全宋词》__宋
6228	画眉匀脸不知 [愁] ，殢酒熏香偏称小。		《全宋词》__宋
6229	 [愁] 不语。		《全宋词》__宋
6230	 [愁] 痕即泪痕。		《全宋词》__宋
6231	将 [愁] 去也，不成今世，终误王昌。		《全宋词》__宋
6232	烟树晚莺，诉经年 [愁] 独。		《全宋词》__宋
6233	空余双泪眼，到旧家时郎谩染 [愁] 巾。		《全宋词》__宋
6234	客里光阴， [愁] 中意绪，想美人兮山水长。		《全宋词》__宋
6235	恰是怨深腮赤， [愁] 重声迟。		《全宋词》__宋
6236	荀香犹在，庾 [愁] 何许，云冷西湖赋。		《全宋词》__宋
6237	还因秀句，意流江外，便随轻梦，身堕 [愁] 边。		《全宋词》__宋
6238	空城暗柳老 [愁] 芽。		《全宋词》__宋
6239	记得津头轻别，离觞 [愁] 听琵琶。		《全宋词》__宋
6240	尚忆溅裙苹溪，觉诗 [愁] 相觅。		《全宋词》__宋
6241	旧恨新 [愁] 都只在。		《全宋词》__宋
6242	更那堪、斜风细雨，乱 [愁] 如织。		《全宋词》__宋
6243	罗带绾同心，谁信 [愁] 千结。		《全宋词》__宋
6244	双眉最现 [愁] 深浅。		《全宋词》__宋
6245	烟湿荒村，背春无限 [愁] 深。		《全宋词》__宋
6246	 [愁] 无比。		《全宋词》__宋
6247	记年少、春 [愁] 一点。		《全宋词》__宋
6248	玉人楼上倚 [愁] 看。		《全宋词》__宋
6249	 [愁] 与恨、凭谁分付。		《全宋词》__宋
6250	 [愁] 春细画弯弯月。		《全宋词》__宋
6251	南风未似 [愁] 来近。		《全宋词》__宋
6252	正自多 [愁] ，砌蛩终夜语。		《全宋词》__宋
6253	 [愁] 连满眼烟树。		《全宋词》__宋
6254	身是客， [愁] 为乡。		《全宋词》__宋
6255	黄芦苦竹 [愁] 如雾。		《全宋词》__宋
6256	晴江衮衮东流，为谁流得新 [愁] 去。		《全宋词》__宋
6257	新 [愁] 都在，长亭望际，扁舟行处。		《全宋词》__宋
6258	生 [愁] 近渚风微。		《全宋词》__宋
6259	玉树晓飞香，待倩它、和 [愁] 点破妆镜。		《全宋词》__宋
6260	劝君频入醉乡来，此是无 [愁] 无恨处。		《全宋词》__宋
6261	春 [愁] 吟入谱，付莺莺。		《全宋词》__宋
6262	奈诗习未除，客 [愁] 易感，剩要安排。		《全宋词》__宋
6263	寻常， [愁] 夜永，今宵更漏，弹指明朝。		《全宋词》__宋
6264	春来还为个般 [愁] ，瘦损宫腰罗带剩。		《全宋词》__宋
6265	柳枝 [愁] ，桃叶恨，前事怕重记。		《全宋词》__宋
6266	逗晓色、莺啼人起，倦倚银屏， [愁] 沁眉黛。		《全宋词》__宋
6267	柳初黄，罩池塘、万丝 [愁] 霭。		《全宋词》__宋
6268	□ [愁] 不尽，对乱花、芳草茸茸。		《全宋词》__宋
6269	可堪竹院题诗，藓阶听雨，寸心外、安 [愁] 无地。		《全宋词》__宋
6270	便 [愁] 醺醉青虬，蜿蜿无力，戏穿碎、一屏新绣。		《全宋词》__宋
6271	碧楼帘影不遮 [愁] ，还似去年今日意。		《全宋词》__宋
6272	黯然携手处，倚朱箔、 [愁] 凝黛颦。		《全宋词》__宋
6273	闲窗 [愁] 对，金笼鹦鹉，彩带芙蓉。		《全宋词》__宋
6274	翠眉饶似远山长，寄与此 [愁] 颦不尽。		《全宋词》__宋
6275	多少莺声，不敢寄 [愁] 与。		《全宋词》__宋
6276	 [愁] 对清明时候。		《全宋词》__宋
6277	春 [愁] 远。		《全宋词》__宋
6278	春 [愁] 几许，似春云蔼蔼，连空无数。		《全宋词》__宋
6279	曾识西风独客 [愁] 。		《全宋词》__宋
6280	醉袖拂危阑，对天末、孤云 [愁] 凝。		《全宋词》__宋
6281	男儿此志，肯向死前休，无限事，几多 [愁] ，总付杯中酒。		《全宋词》__宋
6282	 [愁] 寂。		《全宋词》__宋
6283	灯市一年 [愁] 凝。		《全宋词》__宋
6284	 [愁] 予。		《全宋词》__宋
6285	不如不见，为君一味 [愁] 蹙。		《全宋词》__宋
6286	明似 [愁] 鸾镜。		《全宋词》__宋
6287	渺 [愁] 予、岸芷江蓠，尚青青否。		《全宋词》__宋
6288	宝瑟弹 [愁] ，玉壶敲怨，触目堪 [愁] 绝。		《全宋词》__宋
6289	正清 [愁] 满抱，鸥鹭却多情。		《全宋词》__宋
6290	半褰薇帐云头散，奈 [愁] 味、不随香去。		《全宋词》__宋
6291	相逢处， [愁] 红敛黛，还又匆匆。		《全宋词》__宋
6292	秾 [愁] 一度。		《全宋词》__宋
6293	醒魂照影，永漏 [愁] 无寐。		《全宋词》__宋
6294	 [愁] 损连天芳草。		《全宋词》__宋
6295	粉 [愁] 红怨啼螀急。		《全宋词》__宋
6296	料想故园桃李，也应怨月 [愁] 风。		《全宋词》__宋
6297	班姬应更 [愁] 。		《全宋词》__宋
6298	最苦是、拍塞满怀 [愁] ，无人说。		《全宋词》__宋
6299	便有段、新 [愁] 随定。		《全宋词》__宋
6300	 [愁] 夜满城今旧雨，分付菊，自重阳。		《全宋词》__宋
6301	别为清尊眠锦瑟，怕被歌留 [愁] 住。		《全宋词》__宋
6302	 [愁] 万叠。		《全宋词》__宋
6303	露花烟叶与人 [愁] 。		《全宋词》__宋
6304	有多少、旧 [愁] 新恨，纵罗虬、妙曲风流，怎比红儿。		《全宋词》__宋
6305	客里安 [愁] 无地，为徒倚、到更残。		《全宋词》__宋
6306	嗟难买，飘红坠粉，怕容易、 [愁] 痕暗侵。		《全宋词》__宋
6307	凉月送归思往事，落英飘去起新 [愁] 。		《全宋词》__宋
6308	蜀雨巫云 [愁] 断绝。		《全宋词》__宋
6309	 [愁] 夜黛眉颦翠，惜归罗帕分香。		《全宋词》__宋
6310	想扑地阴云，人 [愁] 不尽，替与天 [愁] 。		《全宋词》__宋
6311	柳锁莺魂，花翻蝶梦，自知 [愁] 染潘郎。		《全宋词》__宋
6312	前度书多隐语，意浅 [愁] 难答。		《全宋词》__宋
6313	故人溪上，挂 [愁] 无奈，烟梢月树。		《全宋词》__宋
6314	尽堪 [愁] 寂。		《全宋词》__宋
6315	一纸浓 [愁] ，无处倩双鲤。		《全宋词》__宋
6316	归去春 [愁] 如雾。		《全宋词》__宋
6317	有 [愁] 万斛，有才八斗，慷慨时惊俗眼。		《全宋词》__宋
6318	小小蓬莱香一掬， [愁] 不到、朱娇翠靓。		《全宋词》__宋
6319	三叠曲，四 [愁] 诗。		《全宋词》__宋
6320	明朝事与孤烟冷，做满湖、风雨 [愁] 人。		《全宋词》__宋
6321	中州遗恨，不知今夜几人 [愁] 。		《全宋词》__宋
6322	携壶与客洗 [愁] 颜。		《全宋词》__宋
6323	乱 [愁] 依旧。		《全宋词》__宋
6324	芳草恨，落花 [愁] 。		《全宋词》__宋
6325	 [愁] 种 [愁] 深多少。		《全宋词》__宋
6326	 [愁] 多只自知。		《全宋词》__宋
6327	被芳草、将 [愁] 去。		《全宋词》__宋
6328	早白发、缘 [愁] 万缕。		《全宋词》__宋
6329	对小山不迭，寸眉 [愁] 碧。		《全宋词》__宋
6330	黯无言，新 [愁] 旧月，空照黄昏。		《全宋词》__宋
6331	每到春深，多 [愁] 饶恨，妆成懒下香阶。		《全宋词》__宋
6332	 [愁] 倚阑令		《全宋词》__宋
6333	归梦有时曾见，新 [愁] 未肯相饶。		《全宋词》__宋
6334	 [愁] 倚阑令		《全宋词》__宋
6335	对溪桃羞语，海棠贪困，莺声唤醒 [愁] 仍旧。		《全宋词》__宋
6336	远眼 [愁] 随芳草，湘裙忆著春罗。		《全宋词》__宋
6337	依旧浓 [愁] 一纸。		《全宋词》__宋
6338	 [愁] 倚阑令		《全宋词》__宋
6339	 [愁] 与西风应有约，年年同赴清秋。		《全宋词》__宋
6340	短梦易残，一声长笛，新 [愁] 无限，何处孤砧。		《全宋词》__宋
6341	上巳清明都过了，客 [愁] 惟有心知。		《全宋词》__宋
6342	远水澄明绿，孤云黯淡 [愁] 。		《全宋词》__宋
6343	涉江几度和 [愁] 摘。		《全宋词》__宋
6344	阑干凝伫， [愁] 见垂杨，烟絮萦萦。		《全宋词》__宋
6345	西湖游子，惯识雨 [愁] 烟恨。		《全宋词》__宋
6346	酒力欺 [愁] 薄，轻红晕脸微。		《全宋词》__宋
6347	秋是 [愁] 乡。		《全宋词》__宋
6348	 [愁] 长梦短浑忘却。		《全宋词》__宋
6349	几多 [愁] 。		《全宋词》__宋
6350	舟行有恨， [愁] 来无限，去去长安渐杳。		《全宋词》__宋
6351	渔榔四起，沙鸥未落，怕 [愁] 沾诗句。		《全宋词》__宋
6352	莫须长笛吹 [愁] 去。		《全宋词》__宋
6353	梅子未黄 [愁] 夜雨，榴花不见簪秋雪。		《全宋词》__宋
6354	雨入 [愁] 边，翠树晚，无人风叶如翦。		《全宋词》__宋
6355	掩D139帷倦入，又若旧 [愁] ，汗香阑角。		《全宋词》__宋
6356	转头千载真成梦，赢得春风一枕 [愁] 。		《全宋词》__宋
6357	问世间、 [愁] 在何处，不离澹烟衰草。		《全宋词》__宋
6358	春 [愁] 尽日两眉尖。		《全宋词》__宋
6359	秋江带雨，寒沙萦水，人瞰画阁 [愁] 独。		《全宋词》__宋
6360	片叶 [愁] 红，趁一舸、西风潮汐。		《全宋词》__宋
6361	 [愁] 压春山应脉脉，困凝秋水想沈沈。		《全宋词》__宋
6362	西风骤惊散，念梭悬 [愁] 结，蒂翦离痕。		《全宋词》__宋
6363	过龙门（春 [愁] ）		《全宋词》__宋
6364	几点落花饶柳絮，同为春 [愁] 。		《全宋词》__宋
6365	短景归秋，吟思又接 [愁] 边。		《全宋词》__宋
6366	却 [愁] 归骑匆匆。		《全宋词》__宋
6367	断浦沉云，空山挂雨，中有诗 [愁] 千顷。		《全宋词》__宋
6368	到此也应 [愁] 绝。		《全宋词》__宋
6369	小袖啼红，残茸唾碧，深 [愁] 如织。		《全宋词》__宋
6370	须 [愁] 别后，天高海阔，何处更相逢。		《全宋词》__宋
6371	触目只供 [愁] 绝。		《全宋词》__宋
6372	南楼翠柳，烟中 [愁] 黛，丝雨恼娇颦。		《全宋词》__宋
6373	奈无情、风雨做 [愁] ，帐镫闪闪春寂寂。		《全宋词》__宋
6374	柳供 [愁] ，花献恨。		《全宋词》__宋
6375	新样两眉 [愁] 。		《全宋词》__宋
6376	孤枕怨，小屏 [愁] 。		《全宋词》__宋
6377	随风飘荡已堪 [愁] 。		《全宋词》__宋
6378	病叶分秋，翦 [愁] 桐金井。		《全宋词》__宋
6379	欲高跨、娇鸾归去，又还 [愁] 、乌啼酒醒。		《全宋词》__宋
6380	秋衣因甚满 [愁] 痕。		《全宋词》__宋
6381	东风吹雨更 [愁] 人。		《全宋词》__宋
6382	翠黛敛春 [愁] ，照影临清BC39。		《全宋词》__宋
6383	春思正难拘束，客 [愁] 谁为销磨。		《全宋词》__宋
6384	犹有老来印 [愁] 处，冷光应念雪翻簪。		《全宋词》__宋
6385	江水苍苍，望倦柳 [愁] 荷，共感秋色。		《全宋词》__宋
6386	只唤做、 [愁] 端恨媒。		《全宋词》__宋
6387	露＿悲清灯冷屋，翻书 [愁] 上鬓毛白。		《全宋词》__宋
6388	路转山横无尽 [愁] ，正是分携处。		《全宋词》__宋
6389	钿车催去急，珠囊袖冷， [愁] 如海、情一线。		《全宋词》__宋
6390	 [愁] 见曲中双泪、落香襟。		《全宋词》__宋
6391	人正在、孤窗底，被秾 [愁] 、醺破醉魂。		《全宋词》__宋
6392	芳意先 [愁] 凤管催。		《全宋词》__宋
6393	黄花惊破九日 [愁] 。		《全宋词》__宋
6394	 [愁] 便是、秋心也，又随人、来到画楼。		《全宋词》__宋
6395	□□□，应数归舟， [愁] 凝画阑眉柳。		《全宋词》__宋
6396	蹙破远山 [愁] 碧。		《全宋词》__宋
6397	非但予 [愁] 渺渺，料那人，应自有、一襟 [愁] 。		《全宋词》__宋
6398	正 [愁] 横断坞，梦绕＿桥。		《全宋词》__宋
6399	不见独醒人， [愁] 对湘妃语。		《全宋词》__宋
6400	香剥酥痕，自昨夜、春 [愁] 醒。		《全宋词》__宋
6401	花鬓 [愁] ，钗股笼寒，彩燕沾云腻。		《全宋词》__宋
