语料检索_语料库在线(www.cncorpus.org)
类型：古代汉语语料库
检索条件：愁
2023/1/20 16:06:28

序号	语句	书名	朝代
1924	北鄙征难尽，诗 [愁] 满去程。		《全唐诗》__隋唐五代
1925	海边寻别墅， [愁] 里见重阳。		《全唐诗》__隋唐五代
1926	心忆旧山何日见，并将 [愁] 泪共纷纷。		《全唐诗》__隋唐五代
1927	唯 [愁] 凤池拜，孤贱更谁怜。		《全唐诗》__隋唐五代
1928	久别多新作，长吟洗俗 [愁] 。		《全唐诗》__隋唐五代
1929	铅华新旧共冥寞，日暮 [愁] 鸱飞野田。		《全唐诗》__隋唐五代
1930	盘豆绿云上古驿，望思台下使人 [愁] 。		《全唐诗》__隋唐五代
1931	远色岳阳楼，湘帆数片 [愁] 。		《全唐诗》__隋唐五代
1932	水宿知寒早， [愁] 眠觉夜长。		《全唐诗》__隋唐五代
1933	花下只 [愁] 风雨生。		《全唐诗》__隋唐五代
1934	寂寞扣船坐，独生千里 [愁] 。		《全唐诗》__隋唐五代
1935	猿声到枕上， [愁] 梦纷难理。		《全唐诗》__隋唐五代
1936	干戈 [愁] 鬓改，瘴疠喜家全。		《全唐诗》__隋唐五代
1937	观者贪 [愁] 掣臂飞，		《全唐诗》__隋唐五代
1938	高视乾坤又可 [愁] ，一躯交态同悠悠。		《全唐诗》__隋唐五代
1939	不拟将心更养 [愁] 。		《全唐诗》__隋唐五代
1940	 [愁] 将玉笛传遗恨，苦被芳风透绮寮。		《全唐诗》__隋唐五代
1941	行义唯 [愁] 被众知。		《全唐诗》__隋唐五代
1942	丹霄行客语，明月杜鹃 [愁] 。		《全唐诗》__隋唐五代
1943	零零夜雨渍 [愁] 根，触物伤离好断魂。		《全唐诗》__隋唐五代
1944	语别惜残夜，思归 [愁] 见春。		《全唐诗》__隋唐五代
1945	家僮从去 [愁] 行远，		《全唐诗》__隋唐五代
1946	梦残灯影外， [愁] 积苇丛边。		《全唐诗》__隋唐五代
1947	请公一来开我 [愁] 。		《全唐诗》__隋唐五代
1948	立马荒郊满目 [愁] ，伊人何罪死林丘。		《全唐诗》__隋唐五代
1949	中有绮罗人，可怜名莫 [愁] 。		《全唐诗》__隋唐五代
1950	行人 [愁] 落日，去鸟倦遥林。		《全唐诗》__隋唐五代
1951	况君张罗幕， [愁] 坐北庭阴。		《全唐诗》__隋唐五代
1952	预 [愁] 别后相思处，月入闲窗远梦回。		《全唐诗》__隋唐五代
1953	孤客危坐心自 [愁] 。		《全唐诗》__隋唐五代
1954	潜知经目事，大半是 [愁] 吟。		《全唐诗》__隋唐五代
1955	永巷歌声远，王孙会莫 [愁] 。		《全唐诗》__隋唐五代
1956	多难不堪容鬓改，沃 [愁] 惟怕酒杯空。		《全唐诗》__隋唐五代
1957	欲作乘槎客，翻 [愁] 去隔年。		《全唐诗》__隋唐五代
1958	转转无成到白头，人间举眼尽堪 [愁] 。		《全唐诗》__隋唐五代
1959	征客戍金微， [愁] 闺独掩扉。		《全唐诗》__隋唐五代
1960	夫子无自轻，苍生正 [愁] 疾。		《全唐诗》__隋唐五代
1961	预 [愁] 花片落，不遣酒壶空。		《全唐诗》__隋唐五代
1962	 [愁] 狖酸骨死，怪花醉魂馨。		《全唐诗》__隋唐五代
1963	老骥倦骧首，苍鹰 [愁] 易驯。		《全唐诗》__隋唐五代
1964	湖影撼山朵，日阳烧野 [愁] 。		《全唐诗》__隋唐五代
1965	旧 [愁] 浑似雪，见日总消时。		《全唐诗》__隋唐五代
1966	传闻一战百神 [愁] ，两岸强兵过未休。		《全唐诗》__隋唐五代
1967	皆曰亲戚外，酒散目前 [愁] 。		《全唐诗》__隋唐五代
1968	酌酒围炉久， [愁] 襟默自增。		《全唐诗》__隋唐五代
1969	因言天外事，茫惚使人 [愁] 。		《全唐诗》__隋唐五代
1970	世乱方多事，年加易得 [愁] 。		《全唐诗》__隋唐五代
1971	酒边旧侣真何逊，云里新声是莫 [愁] 。		《全唐诗》__隋唐五代
1972	食君之禄，而令父母 [愁] 。		《全唐诗》__隋唐五代
1973	独坐贡闱里， [愁] 多芳草生。		《全唐诗》__隋唐五代
1974	 [愁] 与发相形，一 [愁] 白数茎。		《全唐诗》__隋唐五代
1975	有发能几多，禁 [愁] 日日生。		《全唐诗》__隋唐五代
1976	瘴云 [愁] 拂地，急溜疑注瓶。		《全唐诗》__隋唐五代
1977	十月荒郊雪气催，依稀 [愁] 色认阳台。		《全唐诗》__隋唐五代
1978	直 [愁] 骑马滑，故作泛舟回。		《全唐诗》__隋唐五代
1979	少壮日与辉，衰老日与 [愁] 。		《全唐诗》__隋唐五代
1980	日 [愁] 疑在日，岁箭迸如雠。		《全唐诗》__隋唐五代
1981	晚来重作雪，翻为杏花 [愁] 。		《全唐诗》__隋唐五代
1982	预 [愁] 多日谢，翻怕十分开。		《全唐诗》__隋唐五代
1983	非君爱人客，晦日更添 [愁] 。		《全唐诗》__隋唐五代
1984	 [愁] 见清明后，纷纷盖地红。		《全唐诗》__隋唐五代
1985	美人不见 [愁] 人心。		《全唐诗》__隋唐五代
1986	含 [愁] 更奏绿绮琴，调高弦绝无知音。		《全唐诗》__隋唐五代
1987	林花撩乱心之 [愁] ，		《全唐诗》__隋唐五代
1988	 [愁] 看挂帆处，鸥鸟共迟迟。		《全唐诗》__隋唐五代
1989	 [愁] 看离席散，归盖动行尘。		《全唐诗》__隋唐五代
1990	晓月难为光， [愁] 人难为肠。		《全唐诗》__隋唐五代
1991	巴蜀 [愁] 谁语，吴门兴杳然。		《全唐诗》__隋唐五代
1992	老畏歌声断， [愁] 随舞曲长。		《全唐诗》__隋唐五代
1993	夜学晓未休，苦吟神鬼 [愁] 。		《全唐诗》__隋唐五代
1994	时闻丧侣猿，一叫千 [愁] 并。		《全唐诗》__隋唐五代
1995	为性玩好尽，积 [愁] 心绪微。		《全唐诗》__隋唐五代
1996	愧非古人心，戚戚 [愁] 朝饥。		《全唐诗》__隋唐五代
1997	过客径须 [愁] 出入，		《全唐诗》__隋唐五代
1998	道我醉来真个醉，不知 [愁] 是怎生 [愁] 。		《全唐诗》__隋唐五代
1999	佳期凭梦想，未晓 [愁] 鸡鸣。		《全唐诗》__隋唐五代
2000	冷香 [愁] 杂燕泥干。		《全唐诗》__隋唐五代
2001	露浓香径和 [愁] 坐，风动罗帏照独眠。		《全唐诗》__隋唐五代
2002	此时 [愁] 望知何极，万里秋天同一色。		《全唐诗》__隋唐五代
2003	肠断题诗如执别，芳茵 [愁] 更绕阑铺。		《全唐诗》__隋唐五代
2004	鬓发 [愁] 氛换，心情险路迷。		《全唐诗》__隋唐五代
2005	深闺 [愁] 独意何如。		《全唐诗》__隋唐五代
2006	离别苦多相见少，洞房 [愁] 梦何由晓。		《全唐诗》__隋唐五代
2007	白首南朝女， [愁] 听异域歌。		《全唐诗》__隋唐五代
2008	我有近诗谁与和，忆君狂醉 [愁] 难破。		《全唐诗》__隋唐五代
2009	风鬟倚楫谁家子， [愁] 看鸳鸯望所之。		《全唐诗》__隋唐五代
2010	昨属 [愁] 春雨，能忘欲漏时。		《全唐诗》__隋唐五代
2011	应 [愁] 江树远，怯见野亭荒。		《全唐诗》__隋唐五代
2012	知向辽东去，由来几许 [愁] 。		《全唐诗》__隋唐五代
2013	蛮歌豆蔻北人 [愁] ，松雨蒲风野艇秋。		《全唐诗》__隋唐五代
2014	晓随云雨归何处，还是襄王梦觉 [愁] 。		《全唐诗》__隋唐五代
2015	不须 [愁] 犯卯，且乞醉过申。		《全唐诗》__隋唐五代
2016	心破只 [愁] 莺践落，眼穿唯怕客来迟。		《全唐诗》__隋唐五代
2017	长爱清华入诗句，预 [愁] 迟日放消融。		《全唐诗》__隋唐五代
2018	乌鹊 [愁] 银汉，驽骀怕锦幪。		《全唐诗》__隋唐五代
2019	登攀阻心赏， [愁] 绝空怀贤。		《全唐诗》__隋唐五代
2020	佳人一去无消息，梦觉香残 [愁] 复入。		《全唐诗》__隋唐五代
2021	便欲走相和， [愁] 闻寒玉声。		《全唐诗》__隋唐五代
2022	日有习池醉， [愁] 来梁甫吟。		《全唐诗》__隋唐五代
2023	试啜月入骨，再衔 [愁] 尽醒。		《全唐诗》__隋唐五代
2024	 [愁] 极本凭诗遣兴，诗成吟咏转凄凉。		《全唐诗》__隋唐五代
2025	江国晴 [愁] 对，池塘晚见浮。		《全唐诗》__隋唐五代
2026	天涯即爱州，谪去莫多 [愁] 。		《全唐诗》__隋唐五代
2027	云边 [愁] 出塞，日下怆临岐。		《全唐诗》__隋唐五代
2028	 [愁] 人独有夜灯见，一纸乡书泪滴穿。		《全唐诗》__隋唐五代
2029	君看朝夕花，谁免离别 [愁] 。		《全唐诗》__隋唐五代
2030	谁爱落花风味处，莫 [愁] 门巷衬残红。		《全唐诗》__隋唐五代
2031	 [愁] 髭渐去人前白，醉面犹怜鉴里红。		《全唐诗》__隋唐五代
2032	浮生未达此，多为尔为 [愁] 。		《全唐诗》__隋唐五代
2033	胡骑攻吾城， [愁] 寂意不惬。		《全唐诗》__隋唐五代
2034	明日还独行，羁 [愁] 来旧肠。		《全唐诗》__隋唐五代
2035	故国方迢递，羁 [愁] 自郁纡。		《全唐诗》__隋唐五代
2036	何穷对酒望，几处卷帘 [愁] 。		《全唐诗》__隋唐五代
2037	玉关征戍久，空闺人独 [愁] 。		《全唐诗》__隋唐五代
2038	 [愁] 多人易老，断肠君不知。		《全唐诗》__隋唐五代
2039	不 [愁]  [愁] 自著，谁道忆乡关。		《全唐诗》__隋唐五代
2040	候馆寥寥辍棹过，酒醒无奈旅 [愁] 何。		《全唐诗》__隋唐五代
2041	吏 [愁] 清白甚，民乐赋输忘。		《全唐诗》__隋唐五代
2042	 [愁] 人出户听乌啼，团团明月堕墙西。		《全唐诗》__隋唐五代
2043	江娥啼竹素女 [愁] ，		《全唐诗》__隋唐五代
2044	 [愁] 见前程远，空郊下夕阳。		《全唐诗》__隋唐五代
2045	别浦今朝暗，罗帷午夜 [愁] 。		《全唐诗》__隋唐五代
2046	争利争名 [愁] 杀人。		《全唐诗》__隋唐五代
2047	老夫不知其所往，足茧荒山转 [愁] 疾。		《全唐诗》__隋唐五代
2048	不 [愁] 人不爱，闲处自闲吟。		《全唐诗》__隋唐五代
2049	惊石坠猿哀，竹云 [愁] 半岭。		《全唐诗》__隋唐五代
2050	必恐吞难尽，唯 [愁] 拨易消。		《全唐诗》__隋唐五代
2051	孤岭猿 [愁] 木客归。		《全唐诗》__隋唐五代
2052	薇帐逗烟生绿尘，金翘峨髻 [愁] 暮云，		《全唐诗》__隋唐五代
2053	东方风来满眼春，花城柳暗 [愁] 杀人。		《全唐诗》__隋唐五代
2054	侵星 [愁] 过蛟龙国，采碧时逢婺女船。		《全唐诗》__隋唐五代
2055	洛浦精灵慑，邙山鬼魅 [愁] 。		《全唐诗》__隋唐五代
2056	好花生木末，衰蕙 [愁] 空园。		《全唐诗》__隋唐五代
2057	壮志清风在，荒坟白日 [愁] 。		《全唐诗》__隋唐五代
2058	 [愁] 变风云色，悲连鼓角声。		《全唐诗》__隋唐五代
2059	共瞻宫辂出，遥想望陵 [愁] 。		《全唐诗》__隋唐五代
2060	龟兹觱篥 [愁] 中听，碎叶琵琶夜深怨。		《全唐诗》__隋唐五代
2061	幽 [愁] 秋气上青枫，凉夜波间吟古龙。		《全唐诗》__隋唐五代
2062	旦夕思归不得归， [愁] 心想似笼中鸟。		《全唐诗》__隋唐五代
2063	 [愁] 杀几少年，春风相忆地。		《全唐诗》__隋唐五代
2064	惟愿圣主南山寿，何 [愁] 不赏万年春。		《全唐诗》__隋唐五代
2065	二鹰猛脑徐侯穟，目如 [愁] 胡视天地。		《全唐诗》__隋唐五代
2066	坐遥翻不睡， [愁] 极却成吟。		《全唐诗》__隋唐五代
2067	不知 [愁] 怨情若何，		《全唐诗》__隋唐五代
2068	莫尽关关兴，羁 [愁] 正厌生。		《全唐诗》__隋唐五代
2069	又见古木饥鼯 [愁] 。		《全唐诗》__隋唐五代
2070	莫 [愁] 父母少黄金，天下风尘儿亦得。		《全唐诗》__隋唐五代
2071	卷303_42 【合肥至日 [愁] 中寄郑明府】刘商		《全唐诗》__隋唐五代
2072	一节呼龙万里秋，数茎垂海六鳌 [愁] 。		《全唐诗》__隋唐五代
2073	宿雨 [愁] 为客，寒花笑未还。		《全唐诗》__隋唐五代
2074	不须骚屑 [愁] 江岛，今日南枝在国风。		《全唐诗》__隋唐五代
2075	失意还独语，多 [愁] 只自知。		《全唐诗》__隋唐五代
2076	问路更 [愁] 远，逢人空说归。		《全唐诗》__隋唐五代
2077	独行 [愁] 道远，回信畏家移。		《全唐诗》__隋唐五代
2078	莫厌夏日长，莫 [愁] 冬日短。		《全唐诗》__隋唐五代
2079	独坐邮亭心欲醉，樱桃落尽暮 [愁] 时。		《全唐诗》__隋唐五代
2080	废苑杏花在，行人 [愁] 到时。		《全唐诗》__隋唐五代
2081	别处去家远， [愁] 中驱马迟。		《全唐诗》__隋唐五代
2082	歌舞一场梦，烟波千古 [愁] 。		《全唐诗》__隋唐五代
2083	 [愁] 心一倍长离忧，夜思千重恋旧游。		《全唐诗》__隋唐五代
2084	早是春 [愁] 触目生，那堪春夕酒初醒。		《全唐诗》__隋唐五代
2085	万水千山一鹤飞，岂 [愁] 游子暮何之。		《全唐诗》__隋唐五代
2086	园中莫种树，种树四时 [愁] 。		《全唐诗》__隋唐五代
2087	猿到三声不用 [愁] 。		《全唐诗》__隋唐五代
2088	春风戏狭斜，相见莫 [愁] 家。		《全唐诗》__隋唐五代
2089	夜半独眠 [愁] 在远，北看归路隔蛮溪。		《全唐诗》__隋唐五代
2090	旅酒侵 [愁] 肺，离歌绕懦弦。		《全唐诗》__隋唐五代
2091	细雨度深闺，莺 [愁] 欲懒啼。		《全唐诗》__隋唐五代
2092	春残杜宇 [愁] ，越客思悠悠。		《全唐诗》__隋唐五代
2093	婵娟更称凭高望，皎洁能传自古 [愁] 。		《全唐诗》__隋唐五代
2094	松柏 [愁] 香涩，南原几夜风。		《全唐诗》__隋唐五代
2095	云归暂爱青山出，客去还 [愁] 白发生。		《全唐诗》__隋唐五代
2096	身名且被外人 [愁] 。		《全唐诗》__隋唐五代
2097	笛 [愁] 翻陇水，酒喜沥春灰。		《全唐诗》__隋唐五代
2098	设伏军谋密，坑降塞邑 [愁] 。		《全唐诗》__隋唐五代
2099	一向破除 [愁] 不尽，		《全唐诗》__隋唐五代
2100	最爱青青水国中，莫 [愁] 门外间花红。		《全唐诗》__隋唐五代
2101	烟湿 [愁] 车重，红油覆画衣。		《全唐诗》__隋唐五代
2102	况是清朝重文物，无 [愁] 当路少知音。		《全唐诗》__隋唐五代
2103	卷392_57 【开 [愁] 歌（华下作）】李贺		《全唐诗》__隋唐五代
2104	一心 [愁] 谢如枯兰。		《全唐诗》__隋唐五代
2105	朝 [愁] 暮 [愁] 即老，百年几度三台。		《全唐诗》__隋唐五代
2106	抚枕 [愁] 华鬓，凭栏想故乡。		《全唐诗》__隋唐五代
2107	傥若功名立，那 [愁] 变化迟。		《全唐诗》__隋唐五代
2108	遥峦相压叠，颓绿 [愁] 堕地。		《全唐诗》__隋唐五代
2109	残 [愁] 犹满貌，馀泪可沾襟。		《全唐诗》__隋唐五代
2110	可怜杨柳陌， [愁] 杀故乡人。		《全唐诗》__隋唐五代
2111	 [愁] 月薇帐红，罥云香蔓刺。		《全唐诗》__隋唐五代
2112	长向人间 [愁] 老病，谁来闲坐此房中。		《全唐诗》__隋唐五代
2113	晴日万株烟一阵，闲坊兼是莫 [愁] 家。		《全唐诗》__隋唐五代
2114	游子未归去，野花 [愁] 破心。		《全唐诗》__隋唐五代
2115	兵血 [愁] 天一片红。		《全唐诗》__隋唐五代
2116	争来白发送新 [愁] 。		《全唐诗》__隋唐五代
2117	鸟声 [愁] 雨似秋天，病客思家一向眠。		《全唐诗》__隋唐五代
2118	玉箫金管路人 [愁] 。		《全唐诗》__隋唐五代
2119	 [愁] 心伴杨柳，春尽乱如丝。		《全唐诗》__隋唐五代
2120	频想玉关人， [愁] 卧金闺里。		《全唐诗》__隋唐五代
2121	客 [愁] 青眼别，家喜玉人归。		《全唐诗》__隋唐五代
2122	每度报朝 [愁] 入阁，在先教示小千牛。		《全唐诗》__隋唐五代
2123	苏仙宅古烟霞老，义帝坟荒草木 [愁] 。		《全唐诗》__隋唐五代
2124	不用 [愁] 羁旅，宣城太守贤。		《全唐诗》__隋唐五代
2125	咏伤松桂青山瘦，取尽珠玑碧海 [愁] 。		《全唐诗》__隋唐五代
2126	摧残宝剑折，羸病绿珠 [愁] 。		《全唐诗》__隋唐五代
2127	半夜思家睡里 [愁] ，雨声落落屋檐头。		《全唐诗》__隋唐五代
2128	桑田欲变六鳌 [愁] 。		《全唐诗》__隋唐五代
2129	迁来贾谊 [愁] 无限，谪过灵均恨不堪。		《全唐诗》__隋唐五代
2130	恐替长教百姓 [愁] 。		《全唐诗》__隋唐五代
2131	可怜池阁秋风夜， [愁] 绿娇红一遍新。		《全唐诗》__隋唐五代
2132	又见一帆去，共 [愁] 千里程。		《全唐诗》__隋唐五代
2133	江山不管兴亡事，一任斜阳伴客 [愁] 。		《全唐诗》__隋唐五代
2134	一条灞水清如剑，不为离人割断 [愁] 。		《全唐诗》__隋唐五代
2135	直得渔阳已北 [愁] 。		《全唐诗》__隋唐五代
2136	偏 [愁] 欲别处，黯黯颓阳照。		《全唐诗》__隋唐五代
2137	二庭归望断，万里客心 [愁] 。		《全唐诗》__隋唐五代
2138	揽红袖兮 [愁] 徙倚，盼青砧兮怅盘桓。		《全唐诗》__隋唐五代
2139	弱柳风高远漏沈，坐来难便息 [愁] 吟。		《全唐诗》__隋唐五代
2140	敛毛睡足难销日，亸翅 [愁] 时愿见风。		《全唐诗》__隋唐五代
2141	泪随黄叶下， [愁] 向绿樽生。		《全唐诗》__隋唐五代
2142	他日将何见， [愁] 来独倚门。		《全唐诗》__隋唐五代
2143	 [愁] 多时举酒，劳罢或长歌。		《全唐诗》__隋唐五代
2144	画鹢 [愁] 南海，离驹思北风。		《全唐诗》__隋唐五代
2145	饥狖啼相聚， [愁] 猿喘更飞。		《全唐诗》__隋唐五代
2146	虽闻不相似，特地使人 [愁] 。		《全唐诗》__隋唐五代
2147	江势连山远，天涯此夜 [愁] 。		《全唐诗》__隋唐五代
2148	马埒蓬蒿藏狡兔，凤楼烟雨啸 [愁] 鸱。		《全唐诗》__隋唐五代
2149	孀居应寒冷，捣药青冥 [愁] 。		《全唐诗》__隋唐五代
2150	白发因 [愁] 改，丹心托梦回。		《全唐诗》__隋唐五代
2151	丹诚由义尽，白发带 [愁] 新。		《全唐诗》__隋唐五代
2152	博罗程远近，海塞 [愁] 先入。		《全唐诗》__隋唐五代
2153	戏问芭蕉叶，何 [愁] 心不开。		《全唐诗》__隋唐五代
2154	边 [愁] 伤郢调，乡思绕吴歈。		《全唐诗》__隋唐五代
2155	酒力半酣 [愁] 已散，文锋未钝老犹争。		《全唐诗》__隋唐五代
2156	似含情态 [愁] 秋雨，暗减馨香借菊丛。		《全唐诗》__隋唐五代
2157	皆疑有仙术，问著却 [愁] 人。		《全唐诗》__隋唐五代
2158	旧爱忽已远，新 [愁] 坐相凌。		《全唐诗》__隋唐五代
2159	对月抚长剑， [愁] 襟纷莫开。		《全唐诗》__隋唐五代
2160	黑夜天寒 [愁] 散玉，东皇海上张仙烛。		《全唐诗》__隋唐五代
2161	中丞御史不足比，水殿一声 [愁] 杀人。		《全唐诗》__隋唐五代
2162	六宫望断芙蓉 [愁] 。		《全唐诗》__隋唐五代
2163	唯愿圣主南山寿，何 [愁] 不赏万年春。		《全唐诗》__隋唐五代
2164	世间多少能诗客，谁是无 [愁] 得睡人。		《全唐诗》__隋唐五代
2165	牧龙丈人病高秋，群童击节星汉 [愁] 。		《全唐诗》__隋唐五代
2166	官街不相隔，诗思空 [愁] 予。		《全唐诗》__隋唐五代
2167	感感无绪荡， [愁]  [愁] 作□边。		《全唐诗》__隋唐五代
2168	江上有家归未得，眼前花是眼前 [愁] 。		《全唐诗》__隋唐五代
2169	 [愁] 鸿连翾蚕曳丝，飒遝明珠掌中移。		《全唐诗》__隋唐五代
2170	朝哀暮 [愁] 引哑咿。		《全唐诗》__隋唐五代
2171	仙蛾泣月清露垂，六宫烧烛 [愁] 风欷。		《全唐诗》__隋唐五代
2172	蛇蝎 [愁] 闻骨髓寒，江山恨老眠秋雾。		《全唐诗》__隋唐五代
2173	富别 [愁] 在颜，贫别 [愁] 销骨。		《全唐诗》__隋唐五代
2174	灵鳌柱骨半枯朽，骊龙德悔 [愁] 耕人。		《全唐诗》__隋唐五代
2175	姮娥弄箫香雨收，江滨迸瑟鱼龙 [愁] 。		《全唐诗》__隋唐五代
2176	槐柳路长 [愁] 杀我，一枝蝉到一枝蝉。		《全唐诗》__隋唐五代
2177	风天雁悲西陵 [愁] ，使君红旗弄涛头。		《全唐诗》__隋唐五代
2178	月华星彩坐来收，岳色江声暗结 [愁] 。		《全唐诗》__隋唐五代
2179	南州彩凤为君生，古狱 [愁] 蛇待恩泽。		《全唐诗》__隋唐五代
2180	不及巴山听猿夜，三声中有不 [愁] 声。		《全唐诗》__隋唐五代
2181	悬台日照 [愁] 成水。		《全唐诗》__隋唐五代
2182	可想为怀抱，多 [愁] 多难时。		《全唐诗》__隋唐五代
2183	莫更留连好归去，露华凄冷蓼花 [愁] 。		《全唐诗》__隋唐五代
2184	落日 [愁] 闻笛，何人为吐茵。		《全唐诗》__隋唐五代
2185	浩浪侵 [愁] 光荡漾，		《全唐诗》__隋唐五代
2186	云笼远岫 [愁] 千片，雨打归舟泪万行。		《全唐诗》__隋唐五代
2187	雨深秋寂莫， [愁] 引病增加。		《全唐诗》__隋唐五代
2188	衣湿仍 [愁] 雨，冠欹更怯风。		《全唐诗》__隋唐五代
2189	漏转声频断， [愁] 多力自微。		《全唐诗》__隋唐五代
2190	为将为儒皆寂寞，门前 [愁] 杀马中郎。		《全唐诗》__隋唐五代
2191	春色曾看紫陌头，乱红飞尽不禁 [愁] 。		《全唐诗》__隋唐五代
2192	脾伤对客偏 [愁] 酒，眼暗看书每愧灯。		《全唐诗》__隋唐五代
2193	碧云飘断音书绝，空倚玉箫 [愁] 凤凰。		《全唐诗》__隋唐五代
2194	思君远别妾心 [愁] ，踏翠江边送画舟。		《全唐诗》__隋唐五代
2195	多 [愁] 翻觉厌浮生。		《全唐诗》__隋唐五代
2196	窗前细雨日啾啾，妾在闺中独自 [愁] 。		《全唐诗》__隋唐五代
2197	春 [愁] 尽付千杯酒，乡思遥闻一曲歌。		《全唐诗》__隋唐五代
2198	颦眉腊月露， [愁] 杀未成霜。		《全唐诗》__隋唐五代
2199	不惜杨花飞也得， [愁] 君老尽脸边红。		《全唐诗》__隋唐五代
2200	老大逢春总恨春，绿杨阴里最 [愁] 人。		《全唐诗》__隋唐五代
2201	桃径李蹊绝芳园，炎氛炽日满 [愁] 轩。		《全唐诗》__隋唐五代
2202	相思只恨难相见，相见还 [愁] 却别君。		《全唐诗》__隋唐五代
2203	石语花 [愁] 徒自诧，吾心见境尽为非。		《全唐诗》__隋唐五代
2204	小胆空房怯，长眉满镜 [愁] 。		《全唐诗》__隋唐五代
2205	从他半夜 [愁] 猿惊，		《全唐诗》__隋唐五代
2206	妾怕 [愁] 中画，君偷薄里还。		《全唐诗》__隋唐五代
2207	瞩青云以增 [愁] 。		《全唐诗》__隋唐五代
2208	青绮帏中坐相忆，红鸾镜里见 [愁] 色。		《全唐诗》__隋唐五代
2209	间关如有意， [愁] 绝若怀人。		《全唐诗》__隋唐五代
2210	寒花寂寂遍荒阡，柳色萧萧 [愁] 暮蝉。		《全唐诗》__隋唐五代
2211	违此乡山别，长谣去国 [愁] 。		《全唐诗》__隋唐五代
2212	门前不见邹枚醉，池上时闻雁鹜 [愁] 。		《全唐诗》__隋唐五代
2213	无系绊，没 [愁] 煎，		《全唐诗》__隋唐五代
2214	已度清明节，春 [愁] 如客何。		《全唐诗》__隋唐五代
2215	纵是逢佳景，那能缓旅 [愁] 。		《全唐诗》__隋唐五代
2216	卧闻塞鸿断，坐听峡猿 [愁] 。		《全唐诗》__隋唐五代
2217	 [愁] 杀骚人路，沧浪正渺漫。		《全唐诗》__隋唐五代
2218	清夜妆台月，空想画眉 [愁] 。		《全唐诗》__隋唐五代
2219	坐遥翻不睡， [愁] 极却成吟。		《全唐诗》__隋唐五代
2220	 [愁] 恨梦难成，何处贪欢乐。		《全唐诗》__隋唐五代
2221	弹为 [愁] 霖引，曲罢仍永叹。		《全唐诗》__隋唐五代
2222	春朝秋夜思君甚， [愁] 见绣屏孤枕。		《全唐诗》__隋唐五代
2223	寒夜长，更漏永， [愁] 见透帘月影。		《全唐诗》__隋唐五代
2224	无 [愁] 无累者，偶向市朝游。		《全唐诗》__隋唐五代
2225	 [愁] 倚画屏凡事懒，		《全唐诗》__隋唐五代
2226	独坐思量 [愁] 似织，		《全唐诗》__隋唐五代
2227	倚屏拖袖 [愁] 如醉¤		《全唐诗》__隋唐五代
2228	凝然 [愁] 望静相思，		《全唐诗》__隋唐五代
2229	 [愁] 倚锦屏低雪面，泪滴绣罗金缕线。		《全唐诗》__隋唐五代
2230	若奉西园夜，浩想北园 [愁] 。		《全唐诗》__隋唐五代
2231	池塘烟暖草萋萋，惆怅闲宵含恨， [愁] 坐思堪迷。		《全唐诗》__隋唐五代
2232	梧桐雨畔夜 [愁] 吟，抖擞衣裾藓色侵。		《全唐诗》__隋唐五代
2233	影迥鸿投渚，声 [愁] 雀噪林。		《全唐诗》__隋唐五代
2234	闲卧逐凉处，远 [愁] 生静中。		《全唐诗》__隋唐五代
2235	孤客到空馆，夜寒 [愁] 卧迟。		《全唐诗》__隋唐五代
2236	客 [愁] 无次第，川路重辛勤。		《全唐诗》__隋唐五代
2237	荃蘪路远 [愁] 霜早，兄弟乡遥羡雁飞。		《全唐诗》__隋唐五代
2238	此会东西去，堪 [愁] 又隔年。		《全唐诗》__隋唐五代
2239	云蔽望乡处，雨 [愁] 为客心。		《全唐诗》__隋唐五代
2240	好是经过处，唯 [愁] 暮独还。		《全唐诗》__隋唐五代
2241	西陵待潮处，知汝不胜 [愁] 。		《全唐诗》__隋唐五代
2242	他乡此夜客，对酌经多 [愁] 。		《全唐诗》__隋唐五代
2243	长贫唯要健，渐老不禁 [愁] 。		《全唐诗》__隋唐五代
2244	宁须买药疗羁 [愁] ，只恨无书消鄙吝。		《全唐诗》__隋唐五代
2245	千门无寿药，一镜有 [愁] 霜。		《全唐诗》__隋唐五代
2246	独坐 [愁] 吟暗断魂，满窗风动芭蕉影。		《全唐诗》__隋唐五代
2247	 [愁] 遇人间好风景，焦桐韵满华堂静。		《全唐诗》__隋唐五代
2248	烟水露花无处问，摇鞭凝睇不胜 [愁] 。		《全唐诗》__隋唐五代
2249	浓醪艳唱 [愁] 难破，骨瘦魂消病已成。		《全唐诗》__隋唐五代
2250	雨中 [愁] 不出，阴黑尽连宵。		《全唐诗》__隋唐五代
2251	横泥杯觞醉复醒， [愁] 牵时有小诗成。		《全唐诗》__隋唐五代
2252	为客应非愿， [愁] 成欲别时。		《全唐诗》__隋唐五代
2253	横笛和 [愁] 听，斜枝倚病看。		《全唐诗》__隋唐五代
2254	君今在城阙，肯见此中 [愁] 。		《全唐诗》__隋唐五代
2255	雪暗非时宿，沙深独去 [愁] 。		《全唐诗》__隋唐五代
2256	 [愁] 锁碧窗春晓。		《全唐诗》__隋唐五代
2257	惟有妖娥曾舞处，古台寂寞起 [愁] 烟。		《全唐诗》__隋唐五代
2258	青桃亦何意，此夜催人 [愁] 。		《全唐诗》__隋唐五代
2259	日暮天山下，鸣笳汉使 [愁] 。		《全唐诗》__隋唐五代
