语料检索_语料库在线(www.cncorpus.org)
类型：古代汉语语料库
检索条件：泪
2022/5/26 20:09:03

序号	语句	书名	朝代
1009	我歌宁自感，乃独 [泪] 沾衣。		《全唐诗》__隋唐五代
1010	鸟栖庭树夜悠悠，枕上谁知 [泪] 暗流。		《全唐诗》__隋唐五代
1011	 [泪] 下无尺寸，纷纷天雨丝。		《全唐诗》__隋唐五代
1012	空将感恩 [泪] ，滴尽冒寒衣。		《全唐诗》__隋唐五代
1013	沉忧独无极，尘 [泪] 互盈襟。		《全唐诗》__隋唐五代
1014	鬓毛元自白， [泪] 点向来垂。		《全唐诗》__隋唐五代
1015	得召丘墙 [泪] 却频，若无公道也无因。		《全唐诗》__隋唐五代
1016	天涯春色催迟暮，别 [泪] 遥添锦水波。		《全唐诗》__隋唐五代
1017	梦中醉卧巫山云，觉来 [泪] 滴湘江水。		《全唐诗》__隋唐五代
1018	使我双 [泪] 长珊珊。		《全唐诗》__隋唐五代
1019	两度长安陌，空将 [泪] 见花。		《全唐诗》__隋唐五代
1020	 [泪] 流潇湘弦，调苦屈宋弹。		《全唐诗》__隋唐五代
1021	晓 [泪] 滴楚瑟，夜魄绕吴乡。		《全唐诗》__隋唐五代
1022	家在吴楚乡， [泪] 寄东南波。		《全唐诗》__隋唐五代
1023	近 [泪] 无干土，低空有断云。		《全唐诗》__隋唐五代
1024	相思寂不语，珠 [泪] 洒红巾。		《全唐诗》__隋唐五代
1025	晓莺工迸 [泪] ，秋月解伤神。		《全唐诗》__隋唐五代
1026	人不见兮 [泪] 满眼。		《全唐诗》__隋唐五代
1027	遥知不语 [泪] 双双。		《全唐诗》__隋唐五代
1028	花前拭 [泪] 情无限，月下调琴恨有馀。		《全唐诗》__隋唐五代
1029	闲看双燕 [泪] 霏霏，		《全唐诗》__隋唐五代
1030	雕巢城上宿，吹笛 [泪] 滂沱。		《全唐诗》__隋唐五代
1031	别离惆怅 [泪] ，江路湿红蕉。		《全唐诗》__隋唐五代
1032	佳期不可见，尽日 [泪] 潺潺。		《全唐诗》__隋唐五代
1033	 [泪] 尽珊瑚枕，魂销玳瑁床。		《全唐诗》__隋唐五代
1034	素交零落尽，白首 [泪] 双垂。		《全唐诗》__隋唐五代
1035	檐前双燕飞，落妾相思 [泪] 。		《全唐诗》__隋唐五代
1036	 [泪] 尽肠欲断，心知人不知。		《全唐诗》__隋唐五代
1037	黄金矿里铸出相思 [泪] 。		《全唐诗》__隋唐五代
1038	定应焦烂无人救， [泪] 落三篇古尚书。		《全唐诗》__隋唐五代
1039	抱剑长太息， [泪] 堕秋风前。		《全唐诗》__隋唐五代
1040	愁人独有夜灯见，一纸乡书 [泪] 滴穿。		《全唐诗》__隋唐五代
1041	内省未入朝，死 [泪] 终映睫。		《全唐诗》__隋唐五代
1042	旅次经寒食，思乡 [泪] 湿巾。		《全唐诗》__隋唐五代
1043	转枕眼未熟，拥衾 [泪] 已濡。		《全唐诗》__隋唐五代
1044	滴 [泪] 胡风起，宽心汉月圆。		《全唐诗》__隋唐五代
1045	红粉 [泪] 纵横，调弦向空屋。		《全唐诗》__隋唐五代
1046	闻问尚书恸， [泪] 凝向日黄。		《全唐诗》__隋唐五代
1047	至今虚左位，言发 [泪] 沾裳。		《全唐诗》__隋唐五代
1048	知君别家后，不免 [泪] 沾襟。		《全唐诗》__隋唐五代
1049	谁家红 [泪] 客，不忍过瞿塘。		《全唐诗》__隋唐五代
1050	每趋吴太伯，抚事 [泪] 浪浪。		《全唐诗》__隋唐五代
1051	片石潺湲 [泪] ，含悲叙史才。		《全唐诗》__隋唐五代
1052	平生断金契，到此 [泪] 成双。		《全唐诗》__隋唐五代
1053	闲来晒朱绂， [泪] 滴旧朝恩。		《全唐诗》__隋唐五代
1054	老夫悲暮年，壮士 [泪] 如水。		《全唐诗》__隋唐五代
1055	自古若吊冤，落花少于 [泪] 。		《全唐诗》__隋唐五代
1056	一声隔浦猿啼处，数滴惊心 [泪] 满裳。		《全唐诗》__隋唐五代
1057	征戍诛求寡妻哭，远客中宵 [泪] 沾臆。		《全唐诗》__隋唐五代
1058	感念交契定， [泪] 流如断縻。		《全唐诗》__隋唐五代
1059	悬旌风肃肃，卧辙 [泪] 纷纷。		《全唐诗》__隋唐五代
1060	丝 [泪] 可销骨，冶容竟何补。		《全唐诗》__隋唐五代
1061	风吹昨夜 [泪] ，一片枕前冰。		《全唐诗》__隋唐五代
1062	人到南康皆下 [泪] ，唯君笑向此中花。		《全唐诗》__隋唐五代
1063	千秋一拭 [泪] ，梦觉有微馨。		《全唐诗》__隋唐五代
1064	乌龟旋眼斑，不染江头 [泪] 。		《全唐诗》__隋唐五代
1065	便思父母 [泪] 双垂。		《全唐诗》__隋唐五代
1066	腮花弄暗粉，眼尾 [泪] 侵寒。		《全唐诗》__隋唐五代
1067	 [泪] 湿红轮重，栖乌上井梁。		《全唐诗》__隋唐五代
1068	卿卿忍相问，镜中双 [泪] 姿。		《全唐诗》__隋唐五代
1069	秋堂零 [泪] 倚金瑟，		《全唐诗》__隋唐五代
1070	诗封两条 [泪] ，露折一枝兰。		《全唐诗》__隋唐五代
1071	辇前月照罗衫 [泪] ，		《全唐诗》__隋唐五代
1072	掩袖低巾 [泪] 不流。		《全唐诗》__隋唐五代
1073	为看烟浦上，楚女 [泪] 沾裾。		《全唐诗》__隋唐五代
1074	江浦程千里，离尊 [泪] 数行。		《全唐诗》__隋唐五代
1075	雁影将魂去，虫声与 [泪] 期。		《全唐诗》__隋唐五代
1076	恩颁新命广， [泪] 向旧朝垂。		《全唐诗》__隋唐五代
1077	相感君臣总 [泪] 流，恩深舞蹈不知休。		《全唐诗》__隋唐五代
1078	 [泪] 滴先皇阶下土，南衙班里趁朝回。		《全唐诗》__隋唐五代
1079	琵琶 [泪] 湿行声小，断得人肠不在多。		《全唐诗》__隋唐五代
1080	草发垂恨鬓，光露泣幽 [泪] 。		《全唐诗》__隋唐五代
1081	残愁犹满貌，馀 [泪] 可沾襟。		《全唐诗》__隋唐五代
1082	唯馀坏粉 [泪] ，未免映衫匀。		《全唐诗》__隋唐五代
1083	欲下今朝 [泪] ，知君亦湿衣。		《全唐诗》__隋唐五代
1084	江上见人应下 [泪] ，由来远客易伤心。		《全唐诗》__隋唐五代
1085	旧师唯有先生在，忍见门人掩 [泪] 回。		《全唐诗》__隋唐五代
1086	独掩穷途 [泪] ，长歌行路难。		《全唐诗》__隋唐五代
1087	只为思君 [泪] 相续。		《全唐诗》__隋唐五代
1088	魂飞灞陵岸， [泪] 尽洞庭流。		《全唐诗》__隋唐五代
1089	 [泪] 随黄叶下，愁向绿樽生。		《全唐诗》__隋唐五代
1090	有 [泪] 皆成血，无声不断肠。		《全唐诗》__隋唐五代
1091	将余去国 [泪] ，洒子入乡衣。		《全唐诗》__隋唐五代
1092	沧浪在何许，相思 [泪] 如雨。		《全唐诗》__隋唐五代
1093	猿鸣孤月夜，再使 [泪] 沾裳。		《全唐诗》__隋唐五代
1094	万古到今同此恨，闻琴 [泪] 尽欲如何。		《全唐诗》__隋唐五代
1095	雁声故乡来，客 [泪] 堕南洲。		《全唐诗》__隋唐五代
1096	咫尺时不来，千秋鼎湖 [泪] 。		《全唐诗》__隋唐五代
1097	莫怪常有千行 [泪] ，只为阳台一片云。		《全唐诗》__隋唐五代
1098	 [泪] 不曾垂此日垂，山前弟妹冢离离。		《全唐诗》__隋唐五代
1099	失意荆枝滴 [泪] 频，陟冈何翅不知春。		《全唐诗》__隋唐五代
1100	龙门竟多故，双 [泪] 别旍旂。		《全唐诗》__隋唐五代
1101	春风白杨里，独步 [泪] 沾巾。		《全唐诗》__隋唐五代
1102	檀脸双双 [泪] 穿破。		《全唐诗》__隋唐五代
1103	君有丈夫 [泪] ，泣人不泣身。		《全唐诗》__隋唐五代
1104	行吟楚山玉，义 [泪] 沾衣巾。		《全唐诗》__隋唐五代
1105	中有失意吟，知者 [泪] 满缨。		《全唐诗》__隋唐五代
1106	分 [泪] 洒白日，离肠绕青岑。		《全唐诗》__隋唐五代
1107	道孤梳有雪，恩重 [泪] 盈巾。		《全唐诗》__隋唐五代
1108	云笼远岫愁千片，雨打归舟 [泪] 万行。		《全唐诗》__隋唐五代
1109	往年离别 [泪] ，今夕重沾衣。		《全唐诗》__隋唐五代
1110	前哀将后感，无 [泪] 可沾巾。		《全唐诗》__隋唐五代
1111	匀妆低水鉴，泣 [泪] 滴烟rG。		《全唐诗》__隋唐五代
1112	自古登高尽惆怅，茱萸休笑 [泪] 盈巾。		《全唐诗》__隋唐五代
1113	不应须下 [泪] ，只是为人然。		《全唐诗》__隋唐五代
1114	春水悠悠春草绿，对此思君 [泪] 相续。		《全唐诗》__隋唐五代
1115	无端两行 [泪] ，长只对花流。		《全唐诗》__隋唐五代
1116	囊裹真香谁见窃，鲛绡滴 [泪] 染成红。		《全唐诗》__隋唐五代
1117	日暮归来 [泪] 满衣。		《全唐诗》__隋唐五代
1118	一双 [泪] 滴黄河水，应得东流入汉家。		《全唐诗》__隋唐五代
1119	月惭红 [泪] 烛，花笑白头人。		《全唐诗》__隋唐五代
1120	在处声无别，何人 [泪] 欲流。		《全唐诗》__隋唐五代
1121	若向龙门宿，悬知拭 [泪] 看。		《全唐诗》__隋唐五代
1122	犹悲堕 [泪] 碣，尚想卧龙图。		《全唐诗》__隋唐五代
1123	莫向巴江过，猿啼促 [泪] 流。		《全唐诗》__隋唐五代
1124	离歌不识高堂庆，特地令人 [泪] 满衣。		《全唐诗》__隋唐五代
1125	肠断断弦频， [泪] 滴黄金缕。		《全唐诗》__隋唐五代
1126	 [泪] 滴缕金双衽。		《全唐诗》__隋唐五代
1127	 [泪] 沾金缕线。		《全唐诗》__隋唐五代
1128	愁倚锦屏低雪面， [泪] 滴绣罗金缕线。		《全唐诗》__隋唐五代
1129	欲知离别恨，半是 [泪] 和流。		《全唐诗》__隋唐五代
1130	绿罗裙上标三棒，红粉腮边 [泪] 两行。		《全唐诗》__隋唐五代
1131	唯馀迁客 [泪] ，沾洒后池傍。		《全唐诗》__隋唐五代
1132	离情吟诗处，麻衣掩 [泪] 频。		《全唐诗》__隋唐五代
1133	 [泪] 别各分袂，且及来年春。		《全唐诗》__隋唐五代
1134	 [泪] 逐金波满，魂随夜鹊惊。		《全唐诗》__隋唐五代
1135	自怜放逐无长策，空使卢谌 [泪] 满裾。		《全唐诗》__隋唐五代
1136	平生此恨无言处，只有衣襟 [泪] 得知。		《全唐诗》__隋唐五代
1137	 [泪] 满罗衣酒满卮，一声歌断怨伤离。		《全唐诗》__隋唐五代
1138	只应自古征人 [泪] ，洒向空川作逝波。		《全唐诗》__隋唐五代
1139	江村买一醉，破 [泪] 却成咍。		《全唐诗》__隋唐五代
1140	银缸照残梦，零 [泪] 沾粉臆。		《全唐诗》__隋唐五代
1141	银台蜡烛滴红 [泪] ，醁酒劝人教半醉。		《全唐诗》__隋唐五代
1142	匀粉 [泪] ，恨檀郎，		《全唐诗》__隋唐五代
1143	今朝对孤影，不觉 [泪] 双悬。		《全唐诗》__隋唐五代
1144	暂驻单车空下 [泪] ，有心无力复何言。		《全唐诗》__隋唐五代
1145	枕有思乡 [泪] ，门无问疾人。		《全唐诗》__隋唐五代
1146	啼哭缘何事， [泪] 如珠子颗。		《全唐诗》__隋唐五代
1147	山公念旧偏知我，今日因君 [泪] 满衣。		《全唐诗》__隋唐五代
1148	世人频下 [泪] ，不见我师玄。		《全唐诗》__隋唐五代
1149	幽人感中怀，静听 [泪] 汍澜。		《全唐诗》__隋唐五代
1150	我行经古坟， [泪] 尽嗟存没。		《全唐诗》__隋唐五代
1151	轻梭聊驻织，掩 [泪] 独悲伤。		《全唐诗》__隋唐五代
1152	冥鸿高举真难事，相送何须 [泪] 满缨。		《全唐诗》__隋唐五代
1153	空馀商岭客，行 [泪] 下宜春。		《全唐诗》__隋唐五代
1154	 [泪] 碑瓜步北，棠树蒜山东。		《全唐诗》__隋唐五代
1155	君臣知己分，零 [泪] 乱无行。		《全唐诗》__隋唐五代
1156	离人不忍到此处， [泪] 娥滴尽双真珠。		《全唐诗》__隋唐五代
1157	昔年拜月逞容仪，如今拜月双 [泪] 垂。		《全唐诗》__隋唐五代
1158	叮咛堕 [泪] 碑前过，写取斯文寄我来。		《全唐诗》__隋唐五代
1159	谁怜炎海曲， [泪] 尽血沾衣。		《全唐诗》__隋唐五代
1160	夷歌翻下 [泪] ，芦酒未消愁。		《全唐诗》__隋唐五代
1161	因嗟和氏 [泪] ，不是等闲垂。		《全唐诗》__隋唐五代
1162	积骨如毗富，别 [泪] 成海津。		《全唐诗》__隋唐五代
1163	多少求名者，闻之 [泪] 尽垂。		《全唐诗》__隋唐五代
1164	夜来巾上 [泪] ，一半是春冰。		《全唐诗》__隋唐五代
1165	客 [泪] 堪斑竹，离亭欲赠荃。		《全唐诗》__隋唐五代
1166	羁旅因相依，恸之 [泪] 沾裳。		《全唐诗》__隋唐五代
1167	火从龙阙起， [泪] 向马嵬垂。		《全唐诗》__隋唐五代
1168	感恩终有 [泪] ，遥寄水潺潺。		《全唐诗》__隋唐五代
1169	一弹再三叹，宾御 [泪] 潺湲。		《全唐诗》__隋唐五代
1170	徒陟冈， [泪] 峥嵘。		《全唐诗》__隋唐五代
1171	关山蔼已失，脸 [泪] 迸难收。		《全唐诗》__隋唐五代
1172	屡登高春台，徒使 [泪] 如霰。		《全唐诗》__隋唐五代
1173	只恐长江水，尽是儿女 [泪] 。		《全唐诗》__隋唐五代
1174	空馀暗尘字，读罢 [泪] 仍垂。		《全唐诗》__隋唐五代
1175	无端两行 [泪] ，长只对花流。		《全唐诗》__隋唐五代
1176	看花行拭 [泪] ，倍觉下楼迟。		《全唐诗》__隋唐五代
1177	猿鸣孤月夜，再使 [泪] 沾裳。		《全唐诗》__隋唐五代
1178	操执若同颜叔子，今宵宁免 [泪] 盈腮。		《全唐诗》__隋唐五代
1179	寒山吹笛唤春归，迁客相看 [泪] 满衣。		《全唐诗》__隋唐五代
1180	去春零落暮春时， [泪] 湿红笺怨别离。		《全唐诗》__隋唐五代
1181	汉月垂乡 [泪] ，胡沙费马蹄。		《全唐诗》__隋唐五代
1182	一夜霏微露湿烟，晓来和 [泪] 丧婵娟。		《全唐诗》__隋唐五代
1183	空洒沾红 [泪] ，万里逐行舟。		《全唐诗》__隋唐五代
1184	离情吟诗处，麻衣掩 [泪] 频。		《全唐诗》__隋唐五代
1185	 [泪] 别各分袂，且及来年春。		《全唐诗》__隋唐五代
1186	阮籍青襟有 [泪] 沾。		《全唐诗》__隋唐五代
1187	相送 [泪] 沾衣，天涯独未归。		《全唐诗》__隋唐五代
1188	萧郎不顾凤楼人，云涩回车 [泪] 脸新。		《全唐诗》__隋唐五代
1189	拭 [泪] 攀杨柳，长条踠地垂。		《全唐诗》__隋唐五代
1190	手攀桥柱立，滴 [泪] 天河满。		《全唐诗》__隋唐五代
1191	因君报兵部，愁 [泪] 日沾衣。		《全唐诗》__隋唐五代
1192	高堂老母头似霜，心作数支 [泪] 常滴。		《全唐诗》__隋唐五代
1193	凭将两行 [泪] ，为访邵平园。		《全唐诗》__隋唐五代
1194	客 [泪] 题书落，乡愁对酒宽。		《全唐诗》__隋唐五代
1195	沈潜暗想横波 [泪] ，得共鲛人相对垂。		《全唐诗》__隋唐五代
1196	 [泪] 滴白蘋君不见，月明江上有轻鸥。		《全唐诗》__隋唐五代
1197	思君无限 [泪] ，堪作日南泉。		《全唐诗》__隋唐五代
1198	莎草青青雁欲归玉腮珠 [泪] 洒临岐云鬟飘去香风尽愁见莺啼红树枝		《全唐诗》__隋唐五代
1199	肝肠馀几寸，拭 [泪] 坐春风。		《全唐诗》__隋唐五代
1200	愁见玉琴弹别鹤，又将清 [泪] 滴真珠。		《全唐诗》__隋唐五代
1201	寻思往日椒房宠， [泪] 湿夜襟损翠钿。		《全唐诗》__隋唐五代
1202	亡国破家皆有恨，捧心无语 [泪] 苏台。		《全唐诗》__隋唐五代
1203	泾阳平野草初春，遥望家乡 [泪] 滴频。		《全唐诗》__隋唐五代
1204	渺渺三湘万里程， [泪] 篁幽石助芳贞。		《全唐诗》__隋唐五代
1205	塞花飘客 [泪] ，边柳挂乡愁。		《全唐诗》__隋唐五代
1206	望望空云山，哀哀 [泪] 如霰。		《全唐诗》__隋唐五代
1207	猿声一叫断，客 [泪] 数重痕。		《全唐诗》__隋唐五代
1208	相逢仍卧病，欲语 [泪] 先垂。		《全唐诗》__隋唐五代
1209	晓笛别乡 [泪] ，秋冰鸣马蹄。		《全唐诗》__隋唐五代
1210	玉枕只知长下 [泪] ，		《全唐诗》__隋唐五代
1211	夜来尝有梦，坠 [泪] 缘思归。		《全唐诗》__隋唐五代
1212	谁堪离乱处，掩 [泪] 向南枝。		《全唐诗》__隋唐五代
1213	青松吊客 [泪] ，丹旐路人愁。		《全唐诗》__隋唐五代
1214	晓看襟上 [泪] 流处，点点血痕犹在衣。		《全唐诗》__隋唐五代
1215	掩 [泪] 空相向，风尘何处期。		《全唐诗》__隋唐五代
1216	玉枕空流别后 [泪] ，罗衣已尽去时香。		《全唐诗》__隋唐五代
1217	掩 [泪] 向浮云，谁知妾怀抱。		《全唐诗》__隋唐五代
1218	今日杨朱 [泪] ，无将洒铁衣。		《全唐诗》__隋唐五代
1219	头白乘驴悬布囊，一回言别 [泪] 千行。		《全唐诗》__隋唐五代
1220	徒陟冈， [泪] 峥嵘。		《全唐诗》__隋唐五代
1221	客衣频染 [泪] ，军旅亦多尘。		《全唐诗》__隋唐五代
1222	秦筝不复续断弦，回身掩 [泪] 挑灯立。		《全唐诗》__隋唐五代
1223	看花独不语，裴回双 [泪] 潸。		《全唐诗》__隋唐五代
1224	荡子游不归，春来 [泪] 如雨。		《全唐诗》__隋唐五代
1225	六亲恸哭还复苏，我笑先生 [泪] 个无。		《全唐诗》__隋唐五代
1226	醉掩壶觞人有 [泪] ，		《全唐诗》__隋唐五代
1227	灯前拭 [泪] 试香裘，		《全唐诗》__隋唐五代
1228	燕脂 [泪] 迸红线条。		《全唐诗》__隋唐五代
1229	裴回东南望，双 [泪] 空沾衣。		《全唐诗》__隋唐五代
1230	谁知独夜相思处， [泪] 滴寒塘蕙草时。		《全唐诗》__隋唐五代
1231	 [泪] 流红粉薄，风度罗衣轻。		《全唐诗》__隋唐五代
1232	对酒两不饮，停觞 [泪] 盈巾。		《全唐诗》__隋唐五代
1233	虚道崩城 [泪] ，明心不应天。		《全唐诗》__隋唐五代
1234	结成一衣和 [泪] 封，		《全唐诗》__隋唐五代
1235	焚香西望情何极，不及昙诜 [泪] 空滴。		《全唐诗》__隋唐五代
1236	回首池塘更无语，手弹珠 [泪] 与春风。		《全唐诗》__隋唐五代
1237	唯有两行公廨 [泪] ，一时洒向渡头风。		《全唐诗》__隋唐五代
1238	绿罗裙下标三棒，红粉腮边 [泪] 两行。		《全唐诗》__隋唐五代
1239	一唱都护歌，心摧 [泪] 如雨。		《全唐诗》__隋唐五代
1240	君看石芒砀，掩 [泪] 悲千古。		《全唐诗》__隋唐五代
1241	 [泪] 如双泉水，行堕紫罗襟。		《全唐诗》__隋唐五代
1242	停梭怅然忆远人，独宿孤房 [泪] 如雨。		《全唐诗》__隋唐五代
1243	 [泪] 如雨，欲拟著辞不成语。		《全唐诗》__隋唐五代
1244	春景似伤秦丧主，落花如雨 [泪] 燕脂。		《全唐诗》__隋唐五代
1245	试妾与君 [泪] ，两处滴池水。		《全唐诗》__隋唐五代
1246	今来我访旧， [泪] 洒白云天。		《全唐诗》__隋唐五代
1247	胜儿若向边塞弹，征人 [泪] 血应阑干。		《全唐诗》__隋唐五代
1248	何必雍门奏，然后 [泪] 潺湲。		《全唐诗》__隋唐五代
1249	春水悠悠春草绿，对此思君 [泪] 相续。		《全唐诗》__隋唐五代
1250	月娥如有相思 [泪] ，只待方诸寄两行。		《全唐诗》__隋唐五代
1251	天王贵宫不贮老，浩然 [泪] 陨今来还。		《全唐诗》__隋唐五代
1252	沧溟倘未涸，妾 [泪] 终不干。		《全唐诗》__隋唐五代
1253	酒至添愁饮，诗成和 [泪] 吟。		《全唐诗》__隋唐五代
1254	佳期大堤下， [泪] 向南云满。		《全唐诗》__隋唐五代
1255	自闭长门经几秋，罗衣湿尽 [泪] 还流。		《全唐诗》__隋唐五代
1256	珊瑚枕上千行 [泪] ，不是思君是恨君。		《全唐诗》__隋唐五代
1257	手持金箸垂红 [泪] ，乱拨寒灰不举头。		《全唐诗》__隋唐五代
1258	残月脸边明，别 [泪] 临清晓¤		《全唐诗》__隋唐五代
1259	红豆不堪看，满眼相思 [泪] ¤		《全唐诗》__隋唐五代
1260	东风寂寞，恨郎抛掷， [泪] 湿罗衣。		《全唐诗》__隋唐五代
1261	梦中说尽相思事，纤手匀双 [泪] 。		《全唐诗》__隋唐五代
1262	梦断禁城钟鼓， [泪] 滴枕檀无数。		《全唐诗》__隋唐五代
1263	一旦形羸又发白，旧游空使 [泪] 连连。		《全唐诗》__隋唐五代
1264	歌出易水寒，琴下雍门 [泪] 。		《全唐诗》__隋唐五代
1265	残春未必多烟雨， [泪] 滴闲阶长绿苔。		《全唐诗》__隋唐五代
1266	他时若寄相思 [泪] ，红粉痕应伴紫泥。		《全唐诗》__隋唐五代
1267	今日登临须下 [泪] ，行人无个草萋萋。		《全唐诗》__隋唐五代
1268	满箱旧赐前日衣，渍枕新垂夜来 [泪] 。		《全唐诗》__隋唐五代
1269	红 [泪] 旋销倾国态，黄金谁为达相如。		《全唐诗》__隋唐五代
1270	别时各有 [泪] ，零落青楼前。		《全唐诗》__隋唐五代
1271	君 [泪] 濡罗巾，妾 [泪] 滴路尘。		《全唐诗》__隋唐五代
1272	登高俯沧海，回首 [泪] 如霰。		《全唐诗》__隋唐五代
1273	倾国倾城恨有馀，几多红 [泪] 泣姑苏，倚风凝睇雪肌肤¤		《全唐诗》__隋唐五代
1274	愁极梦难成，红妆流宿 [泪] 、不胜情。		《全唐诗》__隋唐五代
1275	红蜡烛，青丝曲，偏能钩引 [泪] 阑干¤		《全唐诗》__隋唐五代
1276	今朝满衣 [泪] ，不是伤春泣。		《全唐诗》__隋唐五代
1277	镜尘生，珠 [泪] 滴，		《全唐诗》__隋唐五代
1278	离杯有 [泪] 饮，别柳无枝春。		《全唐诗》__隋唐五代
1279	青山有蘼芜， [泪] 叶长不干。		《全唐诗》__隋唐五代
1280	隔年书，千点 [泪] ，		《全唐诗》__隋唐五代
1281	旦夕君王继此声，不要停弦 [泪] 如雨。		《全唐诗》__隋唐五代
1282	云鬟半坠懒重篸， [泪] 侵山枕湿。		《全唐诗》__隋唐五代
1283	 [泪] 墨洒为书，将寄万里亲。		《全唐诗》__隋唐五代
1284	恨入空帏鸾影独， [泪] 凝双脸渚莲光，薄情年少悔思量。		《全唐诗》__隋唐五代
1285	迸 [泪] 成珠玉盘泻。		《全唐诗》__隋唐五代
1286	我有新秋 [泪] ，非关宋玉悲。		《全唐诗》__隋唐五代
1287	翠华犹在橐泉中，一曲梁州 [泪] 如雨。		《全唐诗》__隋唐五代
1288	映襟知惹 [泪] ，侵鞯想萦尘。		《全唐诗》__隋唐五代
1289	暗逐哀鸿 [泪] ，遥含禁漏清。		《全唐诗》__隋唐五代
1290	 [泪] 侵花暗香销¤		《全唐诗》__隋唐五代
1291	钿昏檀粉 [泪] 纵横，不胜情。		《全唐诗》__隋唐五代
1292	心悲空林下， [泪] 洒秋景前。		《全唐诗》__隋唐五代
1293	枕痕霞黯澹， [泪] 粉玉阑珊。		《全唐诗》__隋唐五代
1294	悲歌 [泪] 湿澹胭脂，闲立风吹金缕衣。		《全唐诗》__隋唐五代
1295	桃花脸里汪汪 [泪] ，忍到更深枕上流。		《全唐诗》__隋唐五代
1296	开箧 [泪] 沾臆，见君前日书。		《全唐诗》__隋唐五代
1297	一行书信千行 [泪] ，寒到君边衣到无。		《全唐诗》__隋唐五代
1298	坐久暗生惆怅事，背人匀却 [泪] 胭脂。		《全唐诗》__隋唐五代
1299	钟动红娘唤归去，对人匀 [泪] 拾金钿。		《全唐诗》__隋唐五代
1300	诀别徐郎 [泪] 如雨，镜鸾分后属何人。		《全唐诗》__隋唐五代
1301	冷角吹乡 [泪] ，干榆落梦床。		《全唐诗》__隋唐五代
1302	被头不暖空沾 [泪] ，		《全唐诗》__隋唐五代
1303	凭添两行 [泪] ，寄向故园流。		《全唐诗》__隋唐五代
1304	苜蓿峰边逢立春，胡芦河上 [泪] 沾巾。		《全唐诗》__隋唐五代
1305	忆 [泪] 因成恨 [泪] ，梦游常续心游。		《全唐诗》__隋唐五代
1306	送君九月交河北，雪里题诗 [泪] 满衣。		《全唐诗》__隋唐五代
1307	浅画云垂帔，点滴昭阳 [泪] 。		《全唐诗》__隋唐五代
1308	胡笳一曲断人肠，座上相看 [泪] 如雨。		《全唐诗》__隋唐五代
1309	故园东望路漫漫，双袖龙钟 [泪] 不干。		《全唐诗》__隋唐五代
1310	桃花脸薄难藏 [泪] ，柳叶眉长易觉愁。		《全唐诗》__隋唐五代
1311	别 [泪] 开泉脉，春愁罥藕丝。		《全唐诗》__隋唐五代
1312	防闲襟并敛，忍妒 [泪] 休匀。		《全唐诗》__隋唐五代
1313	北陵井深凿不到，我欲添 [泪] 作潺湲。		《全唐诗》__隋唐五代
1314	空看过客 [泪] ，莫觅主人恩。		《全唐诗》__隋唐五代
1315	故人忧见及，此别 [泪] 相忘。		《全唐诗》__隋唐五代
1316	翠竹暗留珠 [泪] 怨，闲调宝瑟波中。		《全唐诗》__隋唐五代
1317	被头多少 [泪] 。		《全唐诗》__隋唐五代
1318	离别霜凝鬓，逢迎 [泪] 迸衣。		《全唐诗》__隋唐五代
1319	别君何物堪持赠， [泪] 落晴光一首诗。		《全唐诗》__隋唐五代
1320	万国皆戎马，酣歌 [泪] 欲垂。		《全唐诗》__隋唐五代
1321	莺语惊残梦，轻妆改 [泪] 容。		《全唐诗》__隋唐五代
1322	我心痛其语， [泪] 落不能已。		《全唐诗》__隋唐五代
1323	一卷新书满怀 [泪] ，频来门馆诉饥寒。		《全唐诗》__隋唐五代
1324	无端和 [泪] 拭燕脂，惹教双翅垂。		《全唐诗》__隋唐五代
1325	流水，流水，中有伤心双 [泪] 。		《全唐诗》__隋唐五代
1326	九回肠，双脸 [泪] ，		《全唐诗》__隋唐五代
1327	愁颜恰似烧残烛，珠 [泪] 阑干。		《全唐诗》__隋唐五代
1328	愿得西山无树木，免教人作 [泪] 悬悬。		《全唐诗》__隋唐五代
1329	落日悲江汉，中宵 [泪] 满床。		《全唐诗》__隋唐五代
1330	殷勤不得语，红 [泪] 一双流。		《全唐诗》__隋唐五代
1331	残日尚弯环，玉筝和 [泪] 弹。		《全唐诗》__隋唐五代
1332	和 [泪] 试严妆，落梅飞夜霜。		《全唐诗》__隋唐五代
1333	秋山眼冷魂未归，仙赏心违 [泪] 交堕。		《全唐诗》__隋唐五代
1334	丧乱死多门，呜呼 [泪] 如霰。		《全唐诗》__隋唐五代
1335	春衫将别 [泪] ，一夜两难裁。		《全唐诗》__隋唐五代
1336	前欢 [泪] 滴襟。		《全唐诗》__隋唐五代
1337	负你残春 [泪] 几行。		《全唐诗》__隋唐五代
1338	惆怅秦楼弹粉 [泪] 。		《全唐诗》__隋唐五代
1339	萧索清秋珠 [泪] 坠，枕簟微凉，展转浑无寐。		《全唐诗》__隋唐五代
1340	向来忧国 [泪] ，寂寞洒衣巾。		《全唐诗》__隋唐五代
1341	蜡烛 [泪] 流羌笛怨，偷整罗衣，欲唱情犹懒。		《全唐诗》__隋唐五代
1342	舟人渔子歌回首，估客胡商 [泪] 满襟。		《全唐诗》__隋唐五代
1343	今宵帘幕扬花阴，空馀枕 [泪] 独伤心。		《全唐诗》__隋唐五代
